REF	OUTPUT	F1	EM	chrf	bleu
The premier took his family to neighboring South Africa after saying he received an assassination threat.	The Premier expressed his family into the neighboring South Africa after he had reported threats of attack.	0.6666666666666666	0.5	77.58979382101005	62.500000000000014
We played together when we were small and dreamed of going to school together.	We played together when we were small, and dreamed to go therefrom, together to the school.	1.0	1.0	100.0	100.00000000000004
The Goddard report noted that "the presence of asbestos has not been managed in accordance with the various regulations."	The Goddard report has also pointed out that "the presence of asbestos was not handled in accordance with the relevant provisions."	0.3666666666666667	0.2	45.84874410694303	24.843140696713434
People wanted to be sure, when a tune began, exactly where it was going to end.	The people wanted to start a verse where they end would be quite safe.	0.5	0.5	54.80769230769231	50.00000000000002
But both Penning and Morgan admit that, with seven victims dying each day, quick action was needed.	But both Penning and Morgan addition that in view of seven victims daily fast acting was necessary.	0.5333333333333333	0.4	51.016804848364806	47.35758882342886
The organizers promised a festival fit for all generations.	The organizers had promised a festival for all generations.	0.7777777777777778	0.6666666666666666	86.38662300633625	71.99119253538564
George Webster, 28, faced the charges during a hearing at the High Court in Glasgow.	George Webster, 28, was read out the charges at a hearing at the High Court in Glasgow.	0.5527777777777777	0.3333333333333333	67.47040887157156	42.41466792575515
Li's briefing is being organized by the Hong Kong government and China's Liaison Office in Hong Kong.	Lis survey is organized by the Hong Kong Government and the Chinese Liaison Office in Hong Kong.	0.27104377104377103	0.16666666666666666	59.15365333610122	19.555110729736228
He was interested in becoming a teacher as early as the age of 14, after he had been a secondary school pupil for four years.	Already with 14 it was interested after four years high school in the teacher profession.	0.6	0.6	61.707807730891545	60.00000000000002
Money is crucial for those with mesothelioma to pursue the best available treatments.	Money is crucial to-be mesothelioma sufferers, the best available therapies to exercise.	0.6666666666666666	0.6666666666666666	68.33333333333333	66.6666666666667
It was one of the things that killed her.	That contributed to her death.	0.0	0.0	8.760027239774358	0.0
And now there is even a statue to crying Georgy in San Marino.	And now there are even this statue of weinenden let in San Marino.	0.3333333333333333	0.3333333333333333	35.648148148148145	33.33333333333335
Coincidences happen.	There are coincidences.	1.0	1.0	100.0	100.00000000000004
When the asbestos is disturbed and the fibres are inhaled, they can become embedded in the pleura, the lining of the lungs.	If the tremors of asbestos and the fibres are inhaled, they can fix the breast skin, the skin around the lungs.	0.6	0.6	64.58979241671378	60.00000000000002
And he's unsparing also, as he describes that too.	Here, too, he is brutally honest.	0.0	0.0	0.0	0.0
"After the death of my friend, Richard Dimbath, we adjourned the club's activities initially out of respect". This "period of thought" has been necessary to "think about how it can proceed".	"After death of my friend Richard Dimbath we have rest let" the society activities out of respect first of all. This phase" "think had been necessary go on could" in order "to consider, how it.	0.5208333333333333	0.375	60.8736340195888	47.18950755093192
He said that the Medau family "were informed about the plans of the college in the middle of June.	So the family Medau had been informed already "in the middle of June orally about the request of the university.	0.4	0.4	43.46878115770265	40.000000000000014
Puzzled doctors gave him chest X-rays, and administered pleural catheters to draw off fluid from the lungs and send it for assessment.	Verwunderte doctors made X-rays of his breast and put Pleurakathether in order to detect liquid from the lungs and to test them in the laboratory.	0.23809523809523808	0.14285714285714285	35.67152488859631	19.541134873877755
It affected my health and I still feel it.	It has attacked my health and I still feel it.	1.0	1.0	100.0	100.00000000000004
You needed the white woman to be complicit in the narrative to justify the lynching.	White women had to be involved in the story to justify the Lynch murder.	0.16666666666666666	0.0	38.003341017010065	16.666666666666664
Maryland collected $1 billion in corporate income tax revenue, the most in the region.	Maryland took 1 billion $ a in corporate income tax, the highest amount in the region.	0.8095238095238095	0.42857142857142855	75.68100638670134	69.65432886246803
Reconnecting With the Very American Ideal That Labor Rights Are Human Rights	Return to the very American ideal of labor rights as human rights	1.0	1.0	100.0	100.00000000000004
Not completely alone, we had a family of relatives there but all of them were killed.	Not quite alone, there was a whole family of relatives of us, but they have been killed all.	0.4	0.0	28.247341247252137	30.326532985631665
Statisticians with Prudential identify premature mortality among those working with asbestos, who are subsequently refused life insurance.	Statisticians of Prudential identify premature death rate among those who work with asbestos. This will then receive no more life insurance.	0.725	0.5	78.99724665934765	63.75803020372763
Let me nip this in the bud right now. *pun intended*.	Let's do the same to the kopš pun intended. * * * * * *.	0.3333333333333333	0.0	37.82894736842105	24.999999999999996
People love stories.	People love stories.	1.0	1.0	100.0	100.00000000000004
She was recommended to David Cameron by Lord Browne, the former head of BP, when he was looking to bring private expertise into Whitehall: she became a cabinet office adviser.	David Cameron has been recommended by Lord Browne, the former chairman of BP, as it searched for more private knowledge in Whitehall: She was a consultant to the cabinet.	0.5625	0.375	59.08265054849157	51.99669720076962
I didn't think I was going to be able to drive all the way home.	I believed not to create the trip home any longer.	0.6666666666666666	0.0	48.56912535268037	36.78794411714425
Die Linke (the Lefties) are considering the plans a failure given the arguing within the union.	The left sees the plans in the face of the dispute in the Union as a failure.	0.5	0.5	54.968524219649225	50.00000000000002
Refugees at Neuländer Platz will now be accommodated in tents.	At the new countries place are put refugees now in tents.	0.6666666666666666	0.6666666666666666	69.96707013171947	66.6666666666667
"They made the decision to put their eggs in the basket for votes for women and votes for Blacks would come later," said Hattery.	"They took the decision to campaign for women's suffrage and the right to vote for blacks should come later," said Hattery.	0.38095238095238093	0.3333333333333333	37.886357608357486	35.99559626769281
Louisiana is among 11 states that have passed similar laws, with courts recently ruling unconstitutional such measures in Alabama and Mississippi.	Louisiana is one of 11 States that have enacted similar laws, courts have recently declared such measures in Alabama and Mississippi for unconstitutional.	0.8095238095238094	0.7142857142857143	75.39860289020423	76.68399201673492
It is still with me, this is not something I left behind.	It is still with me, it is not anything which I have let behind myself.	0.0	0.0	0.0	0.0
The different points of view on the subject of reconstruction will continue to exist for some time in Piffl's eyes.	The different points of view as regards reconstruction will presumably consist in the eyes Piffls in next time stay.	0.3753968253968254	0.0	58.23905021201233	16.181169906077404
Meaning to be funny often landed him in a mess because, like his father, he lacked the reassuring charm necessary to temper the cruelty that lurked in jokes.	If it tried to be funny he brought himself often in trouble, because he did not have like its father the reassuring Charm, which one needed, in order cruelty inherent in jokes to bezähmen.	0.19047619047619047	0.0	17.478537273802466	8.980928400804345
But both Penning and Morgan admit that, with seven victims dying each day, quick action was needed.	But both Penning as Morgan acknowledged that rapid action was necessary in the face of seven deaths a day.	0.6333333333333333	0.4	55.2954671496591	57.35758882342886
Judge Lady Rae set a trial date for November 17 at the High Court in Edinburgh.	Judge Lady Rae set a trial date for the November 17 at the High Court in Edinburgh.	0.7777777777777777	0.5	80.97944804505654	64.49654600453736
Also, if your camera has a bracket mode, which shoots a burst of shots at slightly different exposure settings, take advantage of it.	If your camera has a series mode, with a series of shots with different exposure settings are made, you use it.	0.35000000000000003	0.0	36.333538511934925	26.677373604970143
"We are close to the point of no return," Poroshenko warned.	'We are on the eve of the point of no return,' warned Poroshenko.	0.7999999999999999	0.6666666666666666	86.23971465903874	71.99119253538562
It's very emblematic of the crisis we face and because [the situation in Ferguson] is so racialized, they have to call that out.	It is characteristic of the crisis, in which we are and because the situation is so ethnisiert in Ferguson that they must express.	0.6666666666666666	0.6666666666666666	70.96737684972979	66.6666666666667
Access to the parliament was blocked as well.	Also access to the Parliament was blocked.	1.0	1.0	100.0	100.00000000000004
Georgy Farniyev, 20	Georgi Fanijew, 20	0.5	0.5	64.45727107453241	50.00000000000002
More than 40,000 members of the security forces have been deployed to protect the government district.	More than 40 thousand security forces are deployed to protect the government district.	0.6428571428571429	0.5	68.34959687091262	57.986788803078426
This was already apparent early on Saturday when the first visitors set off for the open air.	This became evident early on Saturday, when the first visitors to the open air journeys.	1.0	1.0	100.0	100.00000000000004
"After the death of my friend, Richard Dimbath, we adjourned the club's activities initially out of respect". This "period of thought" has been necessary to "think about how it can proceed".	"After the death of my friend Richard Dimbath we made the association activities out of respect rest first of all". This "thinking-phase" was necessary in order to "consider how it could go on".	0.4895833333333333	0.375	56.53687694509644	44.57090934200757
Meanwhile, small businesses in the Washington region seem to be faring better and thus paying more state and local taxes, according to the recent study.	In the meantime, it seems to go Washington better to the small businesses in the room, and they pay therefore more taxes national and local, so the youngest study.	0.5753968253968254	0.3333333333333333	53.66660198096657	46.61301121686595
To still be harping on about WHAT HAPPENED, IF IT HAPPENED, as though it happened, if it happened, yesterday, is to sap the country of its essential life force.	If you continue to beat down on this, WHAT IS GESCHEHEN IF IT IS GESCHEHEN, as if it, if it would have happened would have happened yesterday means to deprive the country of its essential vitality.	0.4444444444444445	0.4	46.55999721369695	41.313454947212094
It's a difficult call.	It is a difficult task.	0.3333333333333333	0.0	57.74247282882591	15.97357760615681
'I left two minutes before the terrorists rushed into the yard, so my little boy was left there alone for three days of horror,' she recalled.	"I left the yard about two minutes before the terrorists stormed it, and so remained my smaller boy there for three terrible days alone," remember it.	0.3666666666666667	0.16666666666666666	31.540498632171253	27.0306873541645
Next year they would like to reach a gross domestic product of 250 billion euros, Li reported.	In the next year if they reach a gross domestic product of 250 billion euros, reported Li.	0.75	0.75	77.24319613396159	75.00000000000003
In his opinion, all members of each club could come together again in the future.	All members of both clubs could pull his opinion in the future again together.	0.30952380952380953	0.0	50.508918351435014	17.841087579952923
Sylvester Stallone's The Expendables 3 has made back less than $30 million of its $90 million budget in the US, while Sin City: A Dame to Kill For has made back only $12 million of its $70 million budget.	"The Expendables 3" of New Year "s Eve Stallone played less than 30 million dollars of its 90 million dollars of households in the US, whereas' sin City: A lady to kill For" only 12 million dollars of its budget of $70 million played.	0.5109890109890111	0.3076923076923077	56.942763033460814	41.74955997842661
For the women, TTV Geismar does play in the Verbandsliga, and the Torpedo's second team plays in the Landesliga.	The ladies of the TTV Geismar plays in the league, the game second in the National League.	0.09523809523809523	0.0	18.801942387506866	4.563879316044804
He just stood up and hugged me and said 'my dear I don't think you have it, as you would be in a wheelchair now.'	He simply got up, and embraced me and said, "my love, I do not believe that you have that otherwise you would be now already in the rotation chair."	0.0	0.0	27.54153061505952	0.0
"Although no one has claimed to have taken over government through the use of force, by all accounts the activities of the Lesotho defense force thus far bear the hallmarks of a coup d'etat," he said.	“Even if nobody maintained the government by force to have actually torn is all reports about it united that the activities of the defense forces of Lesotho show so far signs for a coup d'etat,” said it.	0.5555555555555556	0.4444444444444444	63.35576280328764	51.50372536929572
She was recommended to David Cameron by Lord Browne, the former head of BP, when he was looking to bring private expertise into Whitehall: she became a cabinet office adviser.	It was David Cameron recommended by Lord Browne, the former chairman of BP, when he was looking for more commercial expertise in Whitehall: It became an adviser to the cabinet.	0.5625	0.375	60.95633389002825	51.99669720076962
He recognised prickly.	It knew Kratzbürstig.	0.0	0.0	0.0	0.0
As the riders set out again on the road, they had a good impression and happy memories of the resort: "Bye!"	The cyclist from the resort had a good impression when they departed after a hour and a half: "bye!"	0.3333333333333333	0.2	30.96077087595262	27.35758882342886
Let me nip this in the bud right now. *pun intended*.	We resist nevertheless times equal the beginnings. *Wortspiel beabsichtigt*.	0.0	0.0	5.208333333333334	0.0
The hacker responsible is said to have 60 nude photos of Hunger Games star Lawrence and superstars including models Kate Upton and Cara Delevingne, singers Rihanna, Ariana Grande and Lea Michelle and actors Kirsten Dunst.	The hacker responsible for that controls probably 60 naked photos by Lawrence, star out of "the tributes of Panem" and of superstars, under that the Models Kate Upton and Cara Delevingne, the singers Rihanna, Ariana Grande and Lea me yard as well as the actress Kirsten vapor.	0.5277777777777778	0.3333333333333333	48.848037895808964	44.75911804649582
More than 330 people, more than half of them children, were killed in the three-day ordeal that shocked the world	More as 330 humans, more than half of it children, were killed in three-day-long martyrdom that the world shocked.	0.7708333333333334	0.625	70.99048462302275	68.79018405510072
The crises around the globe have put a curb on the German economy in the the second quarter.	The crises around the globe have slowed the German economy in the second quarter.	0.75	0.6666666666666666	76.66275068582205	71.2526767345759
For example, a student could rent "Calculus" for the length of the semester for about $20.	A student could, for example, "rent" for the duration of a semester for about $20.	0.5238095238095238	0.42857142857142855	47.341456144273046	48.11256344530634
In addition to this, the separatists reported that they have taken control of several towns and villages in the Donezk region.	The separatists told furthermore to have brought several small towns under their control in the Donezk field.	0.3095238095238095	0.14285714285714285	36.54771048598883	28.571428571428577
In September 2011, Abbott's condition worsened again, and his consultant took his CT scans and X-rays to a panel of experts.	In September 2011 Abbotts state worsened again and his family doctor brought his CT-Scans and X-rays to an expert group.	0.25	0.25	50.20111812084772	25.00000000000001
"I fully understand the points you are making," Esme Nussbaum replied in a quiet voice, once she was certain her supervisor had finished speaking, "and I am saying no more than that we are not healed as effectively as we delude ourselves we are.	"I understand absolutely whereon you want out," answered say Esme nut tree with quiet voice when it certainly was, that its superior had spoken to end, "and I nothing other when that we are not healed yet so effective, how we show ourselves.	0.30000000000000004	0.0	42.76343341624141	20.637045305591414
And I would like to forget.	And I would like to forget.	0.0	0.0	0.0	0.0
Researchers say that trend and the increase in business taxes nationwide are likely to continue this year, with overall sales tax revenue for state and local governments up 6.2 percent in the first three quarters of 2014 compared with the same period last year.	The researchers say that the trend and the rise near the enterprise steering wheels as a whole will presumably stop country this year with a rise of the general increase dam tax yields for the state and the local governments about 6.2 percent in the first three quarters 2014 in comparison with the same period of the previous year.	0.30641025641025643	0.23076923076923078	31.675026455251984	25.839607617876087
"I hope women, who have a different but parallel reason for understanding a danger that is located in the body - and racial opinions that are measurably different in public polls - will lead the change," Steinem wrote.	"I hope that women who have a different but parallel reason to understand the danger inherent in the body - and opinions on race that are significantly different in public opinion polls - will make the changes," Steinem wrote.	0.7166666666666667	0.5	83.57724491031162	62.06399406859315
How, exactly, will Amazon capitalise on this?	And how exactly Amazon wants to make money from it?	1.0	1.0	100.0	100.00000000000004
Instead, it quickly became a platform for gamers to broadcast their in-game feats; a "YouTube for live gaming," in Business Insider's words.	Instead, it quickly became a platform for players who wanted their stunts, published in games, "YouTube for live games," says an insider.	0.3523809523809524	0.14285714285714285	41.83535273368975	25.34836485667433
Soon he was starring in Comedy of Errors.	And soon he appeared in the comedy of errors.	1.0	1.0	100.0	100.00000000000004
Before ordering online, Gault says, be sure to check if the book is actually in stock.	And before an online order you should consider as Gault, if the book is actually available.	0.6666666666666666	0.6666666666666666	66.66666666666667	66.6666666666667
"I want everything to happen sooner rather than later," he noted.	''I want everything at once, rather than later, he quoted.	0.0	0.0	0.0	0.0
The statement also announced that: "The army remains bound by its duty to ensure the safety of the State".	It said in the statement: "The Army remains committed to its role of ensuring the security of the state".	0.4	0.4	47.95940556063236	40.000000000000014
Güntersen, TTC and TTV Geismar II are all here as part of the party.	Güntersen, the TTC and the TTV Geismar II are here with the game.	0.6	0.6	62.291666666666664	60.00000000000002
As the father of Ellie, 16, and Tamsin, 14, that is not always easy.	As a father of Ellie, 16, and Tamsin, 14, that is not always easy.	0.8	0.8	81.11111111111111	80.00000000000003
German economy as shrunk by 0.2 percent in spring	German economy shrank by 0.2% in the spring.	0.7777777777777777	0.3333333333333333	52.42749522021385	57.85862941142951
It posted revenues of $1.2 billion in 2013, up 6 percent from the year earlier.	It reported revenues in 2013 of $ 1.2 billion, an increase of 6 percent compared to last year.	0.4444444444444444	0.3333333333333333	42.549091474521305	41.66666666666668
One of the greatest highlights in the history of the club was without doubt the 44th local shooting competition, which is linked to the formal consecration of the new shooting flag in July 1991.	One of the big climaxes in the association history was certainly the 44th district-firing, united with the solemn consecration of the new shooter flag in July 1991.	0.2296296296296296	0.1111111111111111	28.235713501996386	18.33273296701816
'We feel as if it was just yesterday,' said Georgy, who wanted to train as an intelligence officer in the FSB, but was unable to because of damage to his health in the siege.	``we feel as if it was yesterday, saying, 'let's go to the FSB as Geheimdienstoffizier wanted, but because of his health damage due to the siege could do it.	0.2857142857142857	0.14285714285714285	41.19041160178485	18.86378935424537
Behind much of the pro-democracy campaign in Hong Kong is the Occupy Central With Love and Peace movement, whose organizers have threatened to shut down the financial district if Beijing does not grant authentic universal suffrage.	Behind the pro-democracy campaign in Hong Kong is the movement Occupy Central With Love and Peace, whose organizers have threatened the acupuncture, off, if Beijing allows no real universal suffrage.	0.5047619047619049	0.25	55.10786729143881	39.14805190648331
"This exercise will contribute significantly to the rationalization of the public service by determining the actual numbers of public servants and will also be used to cleanse the payroll at both levels of government- hence bring a stop to the issue of 'ghost workers'," said Anne Waiguru, the cabinet secretary in the Ministry of Devolution and Planning.	"this action will significantly contributed to the rationalisation of the public service, the actual number of civil servants is found, and also on the payroll for the two levels of government will be - it will be the" Geisterangestellten "eliminated", said Anne Waiguru, the Kabinettssekretärin in the ministry for decentralisation and planning.	0.2783882783882784	0.15384615384615385	39.95372122629237	25.31354978603677
Matt Casaday, 25, a senior at Brigham Young University, says he had paid 42 cents on Amazon.com for a used copy of "Strategic Media Decisions: Understanding The Business End Of The Advertising Business."	Matt Abschlussstudent Casaday, 25, of Brigham Young University, says that he has spent on AMZF 42 cents for a used copy of "Strategic Media Decisions: understanding The Business End Of The Advertising Business".	0.6413019079685748	0.3333333333333333	65.92901063934242	46.87839578737683
The premier of the Amula-Open-Airs was more than a success in terms of the number of visitors.	The premiere of Dr. open airs succeeded more than by the number of visitors.	0.25	0.25	45.05649738536911	25.00000000000001
I got back to school later in 2004, I was very scared every day.	I went back to school later in 2004 and had fear every day.	1.0	1.0	100.0	100.00000000000004
That's just the silly song.	It's just that stupid song.	0.5	0.0	24.28601306862557	49.99999999999999
The most dangerous asbestos-lagged pipes in hospitals were below ground level, so patients are unlikely to have been affected.	The most dangerous tubes with asbestos isolations in hospitals below the earth, so patients were not stopped the material	0.3	0.2	41.105163350900895	25.503212081491053
The club records roll out every year, and the magic 380 rounds were set up for the first time in 1980 by Rudi Meier.	The association records purzelten every year and the magic figure of 380 rings was reached for the first time in 1980 by Rudi Meier.	0.5	0.42857142857142855	48.42618379047776	50.000000000000014
As Andrew Morgan says, "mesothelioma is not life threatening.	As Andrew Morgan says, "mesothelioma is not life-threatening.	1.0	1.0	100.0	100.00000000000004
Palmer, Chuck star Strahovski and Sucker Punch actress Browning yesterday had no comment on the hacked pictures.	Palmer, Chuck-Star Strahovski and actress Browning from Sucker Punch were yesterday for comments about the hacked images are not available.	0.574074074074074	0.4444444444444444	61.4933212879223	55.55555555555557
Getting e-books instead of traditional texts is another option.	Also E Books instead of conventional textbooks are an option.	0.0	0.0	0.0	0.0
According to Britain's leading expert on mesothelioma, Professor Julian Peto, our best guess is that between 1970 and 2050, when the asbestos epidemic in Britain should have played itself out, some 90,000 people will have died.	The UK's leading expert on mesothelioma, Professor Julian Peto, is that between 1870 and 2050, if the Asbestepidemie in Britain is expected to come to a standstill, it will be a total of 90,000, have fallen victim to the disease will be.	0.4520833333333333	0.125	49.28431797233807	30.39362269969236
So when I became very, very overweight and started getting diabetic symptoms, my doctor said, 'You've got to be radical.	So when I very was very overweight and showed symptoms of diabetes, my doctor said, "You must be radical.	0.3333333333333333	0.0	58.55559457434505	24.999999999999996
Meanwhile, the town council refused to comment.	Of sides of the city, one wanted to express himself not yet for intention.	0.0	0.0	7.092198581560284	0.0
Anyone who failed to do so without a valid excuse would be eliminated from the payroll, it said.	All that would not this would do without a plausible excuse be removed from the payroll, was the message on.	0.75	0.5	69.83194278948015	75.00000000000001
Torsten Sjöberg (castle club) and Herbert Piffl (castle friends), both members of the board, confirmed this in answer to our newspaper's query.	The association executive boards confirm to Torsten Sjöberg (Castle association) and to Herbert Piffl (Castle friends) on demand of our newspaper that.	0.35185185185185186	0.2222222222222222	44.79119642562533	33.33333333333334
Within half an hour, the family had to leave their home.	Within half a hour, the family had to leave their house.	0.6666666666666666	0.6666666666666666	73.46967639737498	66.6666666666667
The visitors rode through the park in a Roman carriage, which had been reconstructed to be true to the original, and pulled along by two cold blood horses, and also passed by the impressive city gym stand, where the results of their "Roman project week" were revealed.	With the two original Roman Reisewagen Kaltblütern, and drove the visitors through the park and there were also on the impressive state of the City over the school, here are the results of their "Römer-Projektwochen" presented.	0.3898148148148148	0.16666666666666666	43.37537525068503	28.32750141734655
After 2700 hours of hard work, Father Strasser issued the blessing of the church for the new guns room on 8th May 1988.	After a performance of 2700 hours, minister Strasser gave the church blessing on the 8th of May 1988 for the new marksman rooms.	0.6462585034013605	0.42857142857142855	66.57087861425745	55.05076272276107
I remember those kids I used to play with in the yard who never got out.	I remember these kids with whom I played in the yard, and who did not.	0.8333333333333333	0.5	68.40896036760483	68.39397205857215
The SG Lenglern and Torpedo reserves are stepping up into the new Verbandsliga, but there are no longer any clubs from Göttingern in the Landesliga.	The SG Lenglern and the torpedo reserve begin are represented in the new association league, in the country league no Göttinger club more.	0.17687074829931973	0.0	39.702568832066014	10.194907188544528
Her political rating is sturdy, too.	Also her political ranking is solid.	0.0	0.0	9.778545064888677	0.0
So mesothelioma is now affecting younger people not in the typical professions.	And so mesothelioma is younger people who have not worked in the typical occupations.	0.8333333333333334	0.6666666666666666	79.9477732688517	83.33333333333336
'I feel so sorry for all those who suffer from these horrors,' said Damir, who was last week doing voluntary work at a nunnery.	"I am so sorry for all those who suffer the atrocities," said Damir, who last week worked as a volunteer in a monastery.	0.4	0.4	54.1748677470175	40.000000000000014
A few years ago, when the second table tennis regional division was canceled in an attempt to streamline the leagues, a step in the right directions was taken.	The second table tennis-district class for streamlining the digit-division was removed from a few years ago, this is a step in the right direction.	0.2571428571428572	0.14285714285714285	34.214569355544576	22.147445830701493
Noted white feminist activist Gloria Steinem took to Facebook two weeks after Michael Brown's shooting to post a pointed column by Guardian columnist Rebecca Carroll that demanded more protest from white Americans on the issue of racism.	The famous white feminist activist Gloria Steinem came two weeks after the shooting of Michael Brown on Facebook and published a pithy article by Rebecca Carroll, distribution of the Guardian, in which they demanded more protests of white Americans on the issue of racism.	0.7472222222222221	0.5833333333333334	82.31422749111098	71.25267673457589
He can put up with a little muscle stiffness, especially since his participation in the 8th Cycling Event on the Grosser Felberg was in aid of the 'Help for children with cancer' association, and gave him a valuable personal insight.	The small muscles, it can easily wegstecken, as it was to participate in the 8th biking on the Great Feldberg in favor of the association "help for children suffering from cancer" (Frankfurt) personally a valuable insight.	0.24500000000000002	0.1	28.668586937369543	16.954394701409807
Companies are racing to position themselves as the cruise operators of choice for these new customers.	For these new customers as the best choice for the cruise providers, businesses seek to position.	0.4380952380952381	0.0	47.861150897328024	30.3338102827923
There was a colorful start with representations, performances, games, exhibition pieces and information on Roman times and their significance to the Rhineland.	There was a colorful series of presentations, performances, games, exhibits and information on the time of the Romans and their importance in the Rhineland.	0.1111111111111111	0.1111111111111111	32.27254977686183	11.111111111111116
None the less, Henry emerged from a childhood stripped of parental affection.	Nevertheless Henry grew up as a child without Liebesbezeugungen of its parents.	0.25	0.25	30.358077514882453	25.00000000000001
I am so grateful to God that he was returned to me.Here in Beslan the imprint is on everyone.	I am so grateful to God that he was returned to me, all of them are painted in Beslan.	0.5	0.5	59.2063492063492	50.00000000000002
Following his retirement, Richter, who had no political allegiances, was encouraged by the Mayor to run for election onto the local council as a candidate for the CSU in 1996.	This moved the partyless judges after his retirement in 1996, at least as a last on the CSU-Liste for the council to stand for election.	0.3333333333333333	0.25	35.53869684973146	29.59849301464304
The motorcycle and a person matching the description of the rider was then spotted at a house on Walcott Way in Bulgarra.	The motorcycle as well as a person, that of the description of the driver corresponded were seen later in a house in the Walcott Way in Bulgarra.	0.45748299319727886	0.2857142857142857	59.66523204234293	35.2330182621788
Some shrapnel pieces are still in my knee.	Some garnet fragments are still in my knee.	0.25	0.0	41.990054360582526	13.758030203727612
"Training usually starts with a warm up program", the trainer explained.	``training begins with a regular Aufwärmprogramm ''tells the Trainerin.	0.0	0.0	69.15499834786382	0.0
The cease-fire brought an immediate end to the fighting but left key issues unresolved, such as Hamas' demand for the lifting of an Israel-Egyptian blockade of Gaza and the reopening of Gaza's air and seaports.	The ceasefire provided an immediate end to the fighting, but major problems remain unresolved, such as Hamas' demand for a lifting of the Israeli-Egyptian blockade of Gaza and the reopening of air and sea ports in Gaza.	0.0	0.0	0.0	0.0
Not a shot has been fired in the former military training ground in Münsingen for almost ten years.	For almost ten years, is no longer shooting at the former military training area in Münsingen.	0.4	0.4	50.36043593089484	40.000000000000014
An article from Telegraph film critic Robbie Collin indicates that, when it comes to children's movies, the poor quality of the films themselves might be to blame.	An article in the Telegraph film critic Robbie Collin suggests that the lack of quality in the films themselves in children's films could be the reason.	0.44791666666666663	0.25	57.982925009613226	38.51458723585969
The ruling comes after a summer that has featured some of the largest and most high-profile protests in Hong Kong in years.	The decision follows a summer in which some of the largest and most violent protests in Hong Kong have been taking place for a number of years.	0.5	0.4	55.377538180470445	45.503212081491064
I ask whether he'll ever do another stand-up tour.	I ask him whether it will ever do a Stand-up-Comedytour again.	0.0	0.0	0.0	0.0
The event organizers also had to accept criticism on the social networking site Facebook.	In the social network Facebook the organizers must take criticism.	0.5833333333333333	0.25	58.00174646518578	43.39397205857213
At the same time, around 3000 demonstrators attempted to reach the official residency of Prime Minister Nawaz Sharif.	Simultaneously about 3000 demonstrators attempted to reach the residence from prime minister Nawaz Sharif.	0.4666666666666666	0.2	32.19250180947238	34.715177646857704
On the Israeli side, 66 soldiers and six civilians, including a Thai worker, were killed.	On the Israeli side, 66 soldiers and six civilians, including a Thai worker killed.	0.5	0.0	26.043837818726747	27.590958087858187
You needed the white woman to be complicit in the narrative to justify the lynching.	White women had to be involved in the story, in order to justify the Lynch murder.	0.16666666666666666	0.0	38.003341017010065	16.666666666666664
La Repubblica is optimistic that Mogherini, who has held high office over two decades in different governments, and who is known for her ambition, will be able to meet the "enormous challenges".	La Repubblica spreads optimism that that be equal to for almost two decades in leading party offices proved and for its ambition well known Mogherini the "enormous challenges".	0.39999999999999997	0.2857142857142857	45.25490090805267	36.433160116415785
I think so.	I think so.	0.0	0.0	0.0	0.0
My dad used to get in the bath and just lie there and you'd hear him slowly start to sing to himself because he would wash the foundry off him.	My father was simply earlier in the tub and then you could hear him slowly, as he began to sing, because he could wash the foundry.	0.3333333333333333	0.3333333333333333	40.07936507936508	33.33333333333335
There was multiple spotting [of cancer] around my chest.	There have been several cancer spots in my chest.	0.6666666666666666	0.6666666666666666	67.46031746031746	66.6666666666667
A compliant society meant that every section of it consented with gratitude - the gratitude of the providentially spared - to the principle of group aptitude.	A conformal society meant the fact that each element of this society agreed gratefully the principle of the group gift - gratefully as of the fate spared.	0.3380952380952381	0.0	38.75128889067463	25.08678667125857
The boy whose shocking image after the siege came to define the horror of Beslan	The boy, whose terrible picture after the siege of the symbol of the horrors of Beslan was	0.5	0.4	66.4130637574913	45.503212081491064
Aside from this, there is more money for scaffolders: They will receive a minimum wage of 10.25 euros as standard across the whole of Germany.	There are also more money for the framework of Bauer: To get a nationwide uniform minimum wage if euros.	0.27777777777777773	0.16666666666666666	31.254543215165572	22.797990686190715
He had several surgeries, he walks but cannot exercise.	It was operated on multiple, he cannot run, but not do any sport.	0.0	0.0	4.629629629629629	0.0
An audit earlier this year found that at least $1m (£700,000) a month was lost in payments to "ghost workers" and other financial malpractice.	In a test at the beginning of this year, it was found that at least $1 million, (£700,000) per month in payments for "spirit range" and other abusive financial practices.	0.12380952380952381	0.0	17.58315405594014	8.194715521231362
But what do sceptics like me know?	But what do skeptics like I already know of them?	0.0	0.0	0.0	0.0
"But I can count the years I will continue to play handball with one hand.	However, I can see the years in which I can still play handball, on the fingers of one hand.	0.8888888888888888	0.6666666666666666	79.03502326720549	78.92931470571477
But when the White House recently initiated a small program, My Brother's Keeper, to help vulnerable black and Hispanic young men, there was an angry reaction from many feminists, including Gloria Steinem.	But as the White House recently a small program, My Brother's keeper, celebratory, in order to help vulnerable young black and Hispanic men, there were infuriating reactions of many feminists, including Gloria Steinem.	0.4458333333333333	0.25	50.1340310053867	32.80174457508792
He spent $120.	He gave $120.	1.0	1.0	100.0	100.00000000000004
As with the other Main-Post series over the years, there are prizes to be won again this year if you guess the correct answer.	How in earlier series of the Main postal service in past years, there is, to win also this year again prices if they have the correct solution.	0.25	0.16666666666666666	51.51408228808634	21.25267673457588
